participant_code,trader_uuid,id_in_group,trading_session_uuid,treatment,market_design,group_composition,round_number_raw,repetition,gamified,hybrid,market_id
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,22,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,22,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,22,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,22,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,23,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,23,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,23,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,23,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,23,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,23,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,24,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,24,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,24,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,24,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,24,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,24,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,25,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,25,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,25,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,25,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,25,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,25,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,26,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,26,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,26,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,26,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,26,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,26,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,27,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,27,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,27,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,27,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,27,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,27,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,28,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,28,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,28,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,28,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,28,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,28,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,29,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,29,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,29,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,29,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,29,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,29,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,30,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,30,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,30,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,30,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,30,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,30,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
